claim_id;activity_instance;activity;Inicio;Fin;resource;result;type;value;agent;.order
1999;35023;Check Contract;04-07-2013;04-07-2013;Assistant 6;OK;NA;NA;NA;29930
1999;35024;Franchise?;06-07-2013;06-07-2013;Assistant 6;NOK;NA;NA;NA;29931
1999;35025;Acceptance Decision;11-07-2013;11-07-2013;Manager 1;NA;NA;NA;NA;29932
1999;35026;Reject Claim;14-07-2013;14-07-2013;Manager 1;NA;NA;NA;NA;29933
2000;35027;Accident;23-06-2013;23-06-2013;Client x;NA;NA;NA;NA;29934
2000;35028;File Claim;01-07-2013;01-07-2013;Client x;NA;Car;6840;Agent D;29935
2000;35029;Covered?;04-07-2013;05-07-2013;Assistant 6;OK;NA;NA;NA;29936
2000;35030;Check Contract;05-07-2013;05-07-2013;Assistant 6;OK;NA;NA;NA;29937
2000;35031;Franchise?;07-07-2013;07-07-2013;Assistant 6;By client;NA;NA;NA;29938
2000;35032;Acceptance Decision;12-07-2013;12-07-2013;Manager 1;NA;NA;NA;NA;29939
2000;35033;Start Investigation;24-07-2013;24-07-2013;Assistant 6;NA;NA;NA;NA;29940
2000;35034;Appoint Expert;02-08-2013;02-08-2013;Manager 1;NA;NA;NA;NA;29941
2000;35035;Appoint Lawyer;02-08-2013;02-08-2013;Manager 1;NA;NA;NA;NA;29942
2000;35036;Receive Conclusion Expert;22-08-2013;22-08-2013;Assistant 6;NA;NA;NA;NA;29943
2000;35037;Receive Conclusion Lawyer;01-09-2013;01-09-2013;Assistant 6;NA;NA;NA;NA;29944
2000;35038;Pay Back Decision;11-09-2013;12-09-2013;Manager 1;NA;NA;NA;NA;29945
2000;35039;Pay Claim;27-10-2013;27-10-2013;Assistant 6;NA;NA;NA;NA;29946
2001;35040;Accident;24-06-2013;24-06-2013;Client x;NA;NA;NA;NA;29947
2001;35041;File Claim;02-07-2013;02-07-2013;Client x;NA;Car;6845;Agent E;29948
2001;35042;Covered?;05-07-2013;06-07-2013;Assistant 6;OK;NA;NA;NA;29949
2001;35043;Franchise?;06-07-2013;06-07-2013;Assistant 6;By client;NA;NA;NA;29950
2001;35044;Check Contract;08-07-2013;08-07-2013;Assistant 6;OK;NA;NA;NA;29951
2001;35045;Acceptance Decision;13-07-2013;13-07-2013;Manager 3;NA;NA;NA;NA;29952
2001;35046;Start Investigation;25-07-2013;25-07-2013;Assistant 6;NA;NA;NA;NA;29953
2001;35047;Appoint Expert;03-08-2013;03-08-2013;Manager 3;NA;NA;NA;NA;29954
2001;35048;Appoint Lawyer;03-08-2013;03-08-2013;Manager 3;NA;NA;NA;NA;29955
2001;35049;Receive Conclusion Expert;23-08-2013;23-08-2013;Assistant 6;NA;NA;NA;NA;29956
2001;35050;Receive Conclusion Lawyer;02-09-2013;02-09-2013;Assistant 6;NA;NA;NA;NA;29957
2001;35051;Pay Back Decision;12-09-2013;13-09-2013;Manager 3;NA;NA;NA;NA;29958
2001;35052;Pay Claim;28-10-2013;28-10-2013;Assistant 6;NA;NA;NA;NA;29959
2002;35053;Accident;25-06-2013;25-06-2013;Client x;NA;NA;NA;NA;29960
2002;35054;File Claim;03-07-2013;03-07-2013;Client x;NA;Car;6850;Agent F;29961
2002;35055;Covered?;06-07-2013;07-07-2013;Assistant 6;OK;NA;NA;NA;29962
2002;35056;Franchise?;07-07-2013;07-07-2013;Assistant 6;By client;NA;NA;NA;29963
2002;35057;Check Contract;09-07-2013;09-07-2013;Assistant 6;OK;NA;NA;NA;29964
2002;35058;Acceptance Decision;14-07-2013;14-07-2013;Manager 3;NA;NA;NA;NA;29965
2002;35059;Start Investigation;26-07-2013;26-07-2013;Assistant 6;NA;NA;NA;NA;29966
2002;35060;Appoint Expert;04-08-2013;04-08-2013;Manager 3;NA;NA;NA;NA;29967
2002;35061;Appoint Lawyer;04-08-2013;04-08-2013;Manager 3;NA;NA;NA;NA;29968
2002;35062;Receive Conclusion Expert;24-08-2013;24-08-2013;Assistant 6;NA;NA;NA;NA;29969
2002;35063;Receive Conclusion Lawyer;03-09-2013;03-09-2013;Assistant 6;NA;NA;NA;NA;29970
2002;35064;Pay Back Decision;13-09-2013;14-09-2013;Manager 3;NA;NA;NA;NA;29971
2002;35065;Pay Claim;29-10-2013;29-10-2013;Assistant 6;NA;NA;NA;NA;29972
2003;35066;Accident;26-06-2013;26-06-2013;Client x;NA;NA;NA;NA;29973
2003;35067;File Claim;04-07-2013;04-07-2013;Client x;NA;Health;25600;Agent H;29974
2003;35068;Covered?;07-07-2013;08-07-2013;Assistant 6;OK;NA;NA;NA;29975
2003;35069;Franchise?;08-07-2013;08-07-2013;Assistant 6;By client;NA;NA;NA;29976
2003;35070;Check Contract;10-07-2013;10-07-2013;Assistant 6;OK;NA;NA;NA;29977
2003;35071;Acceptance Decision;15-07-2013;15-07-2013;Manager 3;NA;NA;NA;NA;29978
2003;35072;Start Investigation;27-07-2013;27-07-2013;Assistant 6;NA;NA;NA;NA;29979
2003;35073;Appoint Expert;05-08-2013;05-08-2013;Manager 3;NA;NA;NA;NA;29980
2003;35074;Appoint Lawyer;05-08-2013;05-08-2013;Manager 3;NA;NA;NA;NA;29981
2003;35075;Receive Conclusion Expert;25-08-2013;25-08-2013;Assistant 6;NA;NA;NA;NA;29982
2003;35076;Receive Conclusion Lawyer;04-09-2013;04-09-2013;Assistant 6;NA;NA;NA;NA;29983
2003;35077;Pay Back Decision;14-09-2013;15-09-2013;Manager 3;NA;NA;NA;NA;29984
2003;35078;Pay Claim;30-10-2013;30-10-2013;Assistant 6;NA;NA;NA;NA;29985
2004;35079;Accident;27-06-2013;27-06-2013;Client x;NA;NA;NA;NA;29986
2004;35080;File Claim;05-07-2013;05-07-2013;Client x;NA;Health;25650;Agent H;29987
2004;35081;Covered?;08-07-2013;09-07-2013;Assistant 6;OK;NA;NA;NA;29988
2004;35082;Franchise?;09-07-2013;09-07-2013;Assistant 6;By client;NA;NA;NA;29989
2004;35083;Check Contract;11-07-2013;11-07-2013;Assistant 6;OK;NA;NA;NA;29990
2004;35084;Acceptance Decision;16-07-2013;16-07-2013;Manager 3;NA;NA;NA;NA;29991
2004;35085;Start Investigation;28-07-2013;28-07-2013;Assistant 6;NA;NA;NA;NA;29992
2004;35086;Appoint Expert;06-08-2013;06-08-2013;Manager 3;NA;NA;NA;NA;29993
2004;35087;Appoint Lawyer;06-08-2013;06-08-2013;Manager 3;NA;NA;NA;NA;29994
2004;35088;Receive Conclusion Expert;26-08-2013;26-08-2013;Assistant 6;NA;NA;NA;NA;29995
2004;35089;Receive Conclusion Lawyer;05-09-2013;05-09-2013;Assistant 6;NA;NA;NA;NA;29996
2004;35090;Pay Back Decision;15-09-2013;16-09-2013;Manager 3;NA;NA;NA;NA;29997
2004;35091;Pay Claim;31-10-2013;31-10-2013;Assistant 6;NA;NA;NA;NA;29998
2005;35092;Accident;28-06-2013;28-06-2013;Client x;NA;NA;NA;NA;29999
2005;35093;File Claim;06-07-2013;06-07-2013;Client x;NA;House;37850;Agent G;30000
2005;35094;Covered?;09-07-2013;10-07-2013;Assistant 6;OK;NA;NA;NA;30001
2005;35095;Franchise?;10-07-2013;10-07-2013;Assistant 6;By client;NA;NA;NA;30002
2005;35096;Check Contract;12-07-2013;12-07-2013;Assistant 6;OK;NA;NA;NA;30003
2005;35097;Acceptance Decision;17-07-2013;17-07-2013;Manager 3;NA;NA;NA;NA;30004
2005;35098;Start Investigation;29-07-2013;29-07-2013;Assistant 6;NA;NA;NA;NA;30005
2005;35099;Appoint Expert;07-08-2013;07-08-2013;Manager 3;NA;NA;NA;NA;30006
2005;35100;Appoint Lawyer;07-08-2013;07-08-2013;Manager 3;NA;NA;NA;NA;30007
2005;35101;Receive Conclusion Expert;27-08-2013;27-08-2013;Assistant 6;NA;NA;NA;NA;30008
2005;35102;Receive Conclusion Lawyer;06-09-2013;06-09-2013;Assistant 6;NA;NA;NA;NA;30009
2005;35103;Pay Back Decision;16-09-2013;17-09-2013;Manager 3;NA;NA;NA;NA;30010
2005;35104;Pay Claim;01-11-2013;01-11-2013;Assistant 6;NA;NA;NA;NA;30011
2006;35105;Accident;29-06-2013;29-06-2013;Client x;NA;NA;NA;NA;30012
2006;35106;File Claim;07-07-2013;07-07-2013;Client x;NA;Car;6855;Agent G;30013
2006;35107;Covered?;10-07-2013;11-07-2013;Assistant 6;OK;NA;NA;NA;30014
2006;35108;Franchise?;11-07-2013;11-07-2013;Assistant 6;By client;NA;NA;NA;30015
2006;35109;Check Contract;13-07-2013;13-07-2013;Assistant 6;OK;NA;NA;NA;30016
2006;35110;Acceptance Decision;18-07-2013;18-07-2013;Manager 3;NA;NA;NA;NA;30017
2006;35111;Start Investigation;30-07-2013;30-07-2013;Assistant 6;NA;NA;NA;NA;30018
2006;35112;Appoint Expert;08-08-2013;08-08-2013;Manager 3;NA;NA;NA;NA;30019
2006;35113;Appoint Lawyer;08-08-2013;08-08-2013;Manager 3;NA;NA;NA;NA;30020
2006;35114;Receive Conclusion Expert;28-08-2013;28-08-2013;Assistant 6;NA;NA;NA;NA;30021
2006;35115;Receive Conclusion Lawyer;07-09-2013;07-09-2013;Assistant 6;NA;NA;NA;NA;30022
2006;35116;Pay Back Decision;17-09-2013;18-09-2013;Manager 3;NA;NA;NA;NA;30023
2006;35117;Pay Claim;02-11-2013;02-11-2013;Assistant 6;NA;NA;NA;NA;30024
2007;35118;Accident;30-06-2013;30-06-2013;Client x;NA;NA;NA;NA;30025
2007;35119;File Claim;08-07-2013;08-07-2013;Client x;NA;Car;6860;Agent H;30026
2007;35120;Covered?;11-07-2013;12-07-2013;Assistant 6;OK;NA;NA;NA;30027
2007;35121;Franchise?;12-07-2013;12-07-2013;Assistant 6;By client;NA;NA;NA;30028
2007;35122;Check Contract;14-07-2013;14-07-2013;Assistant 6;OK;NA;NA;NA;30029
2007;35123;Acceptance Decision;19-07-2013;19-07-2013;Manager 3;NA;NA;NA;NA;30030
2007;35124;Start Investigation;31-07-2013;31-07-2013;Assistant 6;NA;NA;NA;NA;30031
2007;35125;Appoint Expert;09-08-2013;09-08-2013;Manager 3;NA;NA;NA;NA;30032
2007;35126;Appoint Lawyer;09-08-2013;09-08-2013;Manager 3;NA;NA;NA;NA;30033
2007;35127;Receive Conclusion Expert;29-08-2013;29-08-2013;Assistant 6;NA;NA;NA;NA;30034
2007;35128;Receive Conclusion Lawyer;08-09-2013;08-09-2013;Assistant 6;NA;NA;NA;NA;30035
2007;35129;Pay Back Decision;18-09-2013;19-09-2013;Manager 3;NA;NA;NA;NA;30036
2007;35130;Pay Claim;03-11-2013;03-11-2013;Assistant 6;NA;NA;NA;NA;30037
2008;35131;Accident;01-07-2013;01-07-2013;Client x;NA;NA;NA;NA;30038
2008;35132;File Claim;09-07-2013;09-07-2013;Client x;NA;Car;6865;Agent H;30039
2008;35133;Covered?;12-07-2013;13-07-2013;Assistant 6;OK;NA;NA;NA;30040
2008;35134;Franchise?;13-07-2013;13-07-2013;Assistant 6;By client;NA;NA;NA;30041
2008;35135;Check Contract;15-07-2013;15-07-2013;Assistant 6;OK;NA;NA;NA;30042
2008;35136;Acceptance Decision;20-07-2013;20-07-2013;Manager 3;NA;NA;NA;NA;30043
2008;35137;Start Investigation;01-08-2013;01-08-2013;Assistant 6;NA;NA;NA;NA;30044
2008;35138;Appoint Expert;10-08-2013;10-08-2013;Manager 3;NA;NA;NA;NA;30045
2008;35139;Appoint Lawyer;10-08-2013;10-08-2013;Manager 3;NA;NA;NA;NA;30046
2008;35140;Receive Conclusion Expert;30-08-2013;30-08-2013;Assistant 6;NA;NA;NA;NA;30047
2008;35141;Receive Conclusion Lawyer;09-09-2013;09-09-2013;Assistant 6;NA;NA;NA;NA;30048
2008;35142;Pay Back Decision;19-09-2013;20-09-2013;Manager 3;NA;NA;NA;NA;30049
2008;35143;Pay Claim;04-11-2013;04-11-2013;Assistant 6;NA;NA;NA;NA;30050
2009;35144;Accident;02-07-2013;02-07-2013;Client x;NA;NA;NA;NA;30051
2009;35145;File Claim;10-07-2013;10-07-2013;Client x;NA;Car;6870;Agent H;30052
2009;35146;Covered?;13-07-2013;14-07-2013;Assistant 6;OK;NA;NA;NA;30053
2009;35147;Franchise?;14-07-2013;14-07-2013;Assistant 6;By client;NA;NA;NA;30054
2009;35148;Check Contract;16-07-2013;16-07-2013;Assistant 6;NOK;NA;NA;NA;30055
2009;35149;Acceptance Decision;21-07-2013;21-07-2013;Manager 3;NA;NA;NA;NA;30056
2009;35150;Reject Claim;24-07-2013;24-07-2013;Manager 3;NA;NA;NA;NA;30057
2010;35151;Accident;03-07-2013;03-07-2013;Client x;NA;NA;NA;NA;30058
2010;35152;File Claim;11-07-2013;11-07-2013;Client x;NA;Health;25700;Agent H;30059
2010;35153;Covered?;14-07-2013;15-07-2013;Assistant 6;OK;NA;NA;NA;30060
2010;35154;Franchise?;15-07-2013;15-07-2013;Assistant 6;By client;NA;NA;NA;30061
2010;35155;Check Contract;17-07-2013;17-07-2013;Assistant 6;OK;NA;NA;NA;30062
2010;35156;Acceptance Decision;22-07-2013;22-07-2013;Manager 3;NA;NA;NA;NA;30063
2010;35157;Start Investigation;03-08-2013;03-08-2013;Assistant 6;NA;NA;NA;NA;30064
2010;35158;Appoint Expert;12-08-2013;12-08-2013;Manager 3;NA;NA;NA;NA;30065
2010;35159;Appoint Lawyer;12-08-2013;12-08-2013;Manager 3;NA;NA;NA;NA;30066
2010;35160;Receive Conclusion Expert;01-09-2013;01-09-2013;Assistant 6;NA;NA;NA;NA;30067
2010;35161;Receive Conclusion Lawyer;11-09-2013;11-09-2013;Assistant 6;NA;NA;NA;NA;30068
2010;35162;Pay Back Decision;21-09-2013;22-09-2013;Manager 3;NA;NA;NA;NA;30069
2010;35163;Pay Claim;06-11-2013;06-11-2013;Assistant 6;NA;NA;NA;NA;30070
2011;35164;Accident;04-07-2013;04-07-2013;Client x;NA;NA;NA;NA;30071
2011;35165;File Claim;12-07-2013;12-07-2013;Client x;NA;Health;25750;Agent H;30072
2011;35166;Covered?;15-07-2013;16-07-2013;Assistant 6;OK;NA;NA;NA;30073
2011;35167;Franchise?;16-07-2013;16-07-2013;Assistant 6;By client;NA;NA;NA;30074
2011;35168;Check Contract;18-07-2013;18-07-2013;Assistant 6;OK;NA;NA;NA;30075
2011;35169;Acceptance Decision;23-07-2013;23-07-2013;Manager 3;NA;NA;NA;NA;30076
2011;35170;Start Investigation;04-08-2013;04-08-2013;Assistant 6;NA;NA;NA;NA;30077
2011;35171;Appoint Expert;13-08-2013;13-08-2013;Manager 3;NA;NA;NA;NA;30078
2011;35172;Appoint Lawyer;13-08-2013;13-08-2013;Manager 3;NA;NA;NA;NA;30079
2011;35173;Receive Conclusion Expert;02-09-2013;02-09-2013;Assistant 6;NA;NA;NA;NA;30080
2011;35174;Receive Conclusion Lawyer;12-09-2013;12-09-2013;Assistant 6;NA;NA;NA;NA;30081
2011;35175;Pay Back Decision;22-09-2013;23-09-2013;Manager 3;NA;NA;NA;NA;30082
2011;35176;Pay Claim;07-11-2013;07-11-2013;Assistant 6;NA;NA;NA;NA;30083
2012;35177;Accident;05-07-2013;05-07-2013;Client x;NA;NA;NA;NA;30084
2012;35178;File Claim;13-07-2013;13-07-2013;Client x;NA;House;38000;Agent H;30085
2012;35179;Covered?;16-07-2013;17-07-2013;Assistant 6;OK;NA;NA;NA;30086
2012;35180;Franchise?;17-07-2013;17-07-2013;Assistant 6;By client;NA;NA;NA;30087
2012;35181;Check Contract;19-07-2013;19-07-2013;Assistant 6;OK;NA;NA;NA;30088
2012;35182;Acceptance Decision;24-07-2013;24-07-2013;Manager 3;NA;NA;NA;NA;30089
2012;35183;Start Investigation;05-08-2013;05-08-2013;Assistant 6;NA;NA;NA;NA;30090
2012;35184;Appoint Expert;14-08-2013;14-08-2013;Manager 3;NA;NA;NA;NA;30091
2012;35185;Appoint Lawyer;14-08-2013;14-08-2013;Manager 3;NA;NA;NA;NA;30092
2012;35186;Receive Conclusion Expert;03-09-2013;03-09-2013;Assistant 6;NA;NA;NA;NA;30093
2012;35187;Receive Conclusion Lawyer;13-09-2013;13-09-2013;Assistant 6;NA;NA;NA;NA;30094
2012;35188;Pay Back Decision;23-09-2013;24-09-2013;Manager 3;NA;NA;NA;NA;30095
2012;35189;Pay Claim;08-11-2013;08-11-2013;Assistant 6;NA;NA;NA;NA;30096
2013;35190;Accident;06-07-2013;06-07-2013;Client x;NA;NA;NA;NA;30097
2013;35191;File Claim;14-07-2013;14-07-2013;Client x;NA;Car;6875;Agent H;30098
2013;35192;Covered?;17-07-2013;18-07-2013;Assistant 6;OK;NA;NA;NA;30099
2013;35193;Franchise?;18-07-2013;18-07-2013;Assistant 6;By client;NA;NA;NA;30100
2013;35194;Check Contract;20-07-2013;20-07-2013;Assistant 6;OK;NA;NA;NA;30101
2013;35195;Acceptance Decision;25-07-2013;25-07-2013;Manager 3;NA;NA;NA;NA;30102
2013;35196;Start Investigation;06-08-2013;06-08-2013;Assistant 6;NA;NA;NA;NA;30103
2013;35197;Appoint Expert;15-08-2013;15-08-2013;Manager 3;NA;NA;NA;NA;30104
2013;35198;Appoint Lawyer;15-08-2013;15-08-2013;Manager 3;NA;NA;NA;NA;30105
2013;35199;Receive Conclusion Expert;04-09-2013;04-09-2013;Assistant 6;NA;NA;NA;NA;30106
2013;35200;Receive Conclusion Lawyer;14-09-2013;14-09-2013;Assistant 6;NA;NA;NA;NA;30107
2013;35201;Pay Back Decision;24-09-2013;25-09-2013;Manager 3;NA;NA;NA;NA;30108
2013;35202;Pay Claim;09-11-2013;09-11-2013;Assistant 6;NA;NA;NA;NA;30109
2014;35203;Accident;07-07-2013;07-07-2013;Client x;NA;NA;NA;NA;30110
2014;35204;File Claim;15-07-2013;15-07-2013;Client x;NA;Car;6880;Agent I;30111
2014;35205;Covered?;18-07-2013;19-07-2013;Assistant 6;OK;NA;NA;NA;30112
2014;35206;Franchise?;19-07-2013;19-07-2013;Assistant 6;By client;NA;NA;NA;30113
2014;35207;Check Contract;21-07-2013;21-07-2013;Assistant 6;OK;NA;NA;NA;30114
2014;35208;Acceptance Decision;26-07-2013;26-07-2013;Manager 3;NA;NA;NA;NA;30115
2014;35209;Start Investigation;07-08-2013;07-08-2013;Assistant 6;NA;NA;NA;NA;30116
2014;35210;Appoint Expert;16-08-2013;16-08-2013;Manager 3;NA;NA;NA;NA;30117
2014;35211;Appoint Lawyer;16-08-2013;16-08-2013;Manager 3;NA;NA;NA;NA;30118
2014;35212;Receive Conclusion Expert;05-09-2013;05-09-2013;Assistant 6;NA;NA;NA;NA;30119
2014;35213;Receive Conclusion Lawyer;15-09-2013;15-09-2013;Assistant 6;NA;NA;NA;NA;30120
2014;35214;Pay Back Decision;25-09-2013;26-09-2013;Manager 3;NA;NA;NA;NA;30121
2014;35215;Pay Claim;10-11-2013;10-11-2013;Assistant 6;NA;NA;NA;NA;30122
2015;35216;Accident;08-07-2013;08-07-2013;Client x;NA;NA;NA;NA;30123
2015;35217;File Claim;16-07-2013;16-07-2013;Client x;NA;Car;6885;Agent D;30124
2015;35218;Covered?;19-07-2013;20-07-2013;Assistant 6;OK;NA;NA;NA;30125
2015;35219;Franchise?;20-07-2013;20-07-2013;Assistant 6;By client;NA;NA;NA;30126
2015;35220;Check Contract;22-07-2013;22-07-2013;Assistant 6;OK;NA;NA;NA;30127
2015;35221;Acceptance Decision;27-07-2013;27-07-2013;Manager 3;NA;NA;NA;NA;30128
2015;35222;Start Investigation;08-08-2013;08-08-2013;Assistant 6;NA;NA;NA;NA;30129
2015;35223;Appoint Expert;17-08-2013;17-08-2013;Manager 3;NA;NA;NA;NA;30130
2015;35224;Appoint Lawyer;17-08-2013;17-08-2013;Manager 3;NA;NA;NA;NA;30131
2015;35225;Receive Conclusion Expert;06-09-2013;06-09-2013;Assistant 6;NA;NA;NA;NA;30132
2015;35226;Receive Conclusion Lawyer;16-09-2013;16-09-2013;Assistant 6;NA;NA;NA;NA;30133
2015;35227;Pay Back Decision;26-09-2013;27-09-2013;Manager 3;NA;NA;NA;NA;30134
2015;35228;Pay Claim;11-11-2013;11-11-2013;Assistant 6;NA;NA;NA;NA;30135
2016;35229;Accident;09-07-2013;09-07-2013;Client x;NA;NA;NA;NA;30136
2016;35230;File Claim;17-07-2013;17-07-2013;Client x;NA;Car;6890;Agent E;30137
2016;35231;Covered?;20-07-2013;21-07-2013;Assistant 6;OK;NA;NA;NA;30138
2016;35232;Franchise?;21-07-2013;21-07-2013;Assistant 6;By client;NA;NA;NA;30139
2016;35233;Check Contract;23-07-2013;23-07-2013;Assistant 6;OK;NA;NA;NA;30140
2016;35234;Acceptance Decision;28-07-2013;28-07-2013;Manager 3;NA;NA;NA;NA;30141
2016;35235;Start Investigation;09-08-2013;09-08-2013;Assistant 6;NA;NA;NA;NA;30142
2016;35236;Appoint Expert;18-08-2013;18-08-2013;Manager 3;NA;NA;NA;NA;30143
2016;35237;Appoint Lawyer;18-08-2013;18-08-2013;Manager 3;NA;NA;NA;NA;30144
2016;35238;Receive Conclusion Expert;07-09-2013;07-09-2013;Assistant 6;NA;NA;NA;NA;30145
2016;35239;Receive Conclusion Lawyer;17-09-2013;17-09-2013;Assistant 6;NA;NA;NA;NA;30146
2016;35240;Pay Back Decision;27-09-2013;28-09-2013;Manager 3;NA;NA;NA;NA;30147
2016;35241;Pay Claim;12-11-2013;12-11-2013;Assistant 6;NA;NA;NA;NA;30148
2017;35242;Accident;10-07-2013;10-07-2013;Client x;NA;NA;NA;NA;30149
2017;35243;File Claim;18-07-2013;18-07-2013;Client x;NA;Car;6895;Agent F;30150
2017;35244;Covered?;21-07-2013;22-07-2013;Assistant 6;OK;NA;NA;NA;30151
2017;35245;Franchise?;22-07-2013;22-07-2013;Assistant 6;By client;NA;NA;NA;30152
2017;35246;Check Contract;24-07-2013;24-07-2013;Assistant 6;OK;NA;NA;NA;30153
2017;35247;Acceptance Decision;29-07-2013;29-07-2013;Manager 3;NA;NA;NA;NA;30154
2017;35248;Start Investigation;10-08-2013;10-08-2013;Assistant 6;NA;NA;NA;NA;30155
2017;35249;Appoint Expert;19-08-2013;19-08-2013;Manager 3;NA;NA;NA;NA;30156
2017;35250;Appoint Lawyer;19-08-2013;19-08-2013;Manager 3;NA;NA;NA;NA;30157
2017;35251;Receive Conclusion Expert;08-09-2013;08-09-2013;Assistant 6;NA;NA;NA;NA;30158
2017;35252;Receive Conclusion Lawyer;18-09-2013;18-09-2013;Assistant 6;NA;NA;NA;NA;30159
2017;35253;Pay Back Decision;28-09-2013;29-09-2013;Manager 3;NA;NA;NA;NA;30160
2017;35254;No Refund;09-10-2013;10-10-2013;Manager 3;NA;NA;NA;NA;30161
2018;35255;Accident;11-07-2013;11-07-2013;Client x;NA;NA;NA;NA;30162
2018;35256;File Claim;19-07-2013;19-07-2013;Client x;NA;Health;25800;Agent I;30163
2018;35257;Covered?;22-07-2013;23-07-2013;Assistant 6;OK;NA;NA;NA;30164
2018;35258;Franchise?;23-07-2013;23-07-2013;Assistant 6;By client;NA;NA;NA;30165
2018;35259;Check Contract;25-07-2013;25-07-2013;Assistant 6;OK;NA;NA;NA;30166
2018;35260;Acceptance Decision;30-07-2013;30-07-2013;Manager 3;NA;NA;NA;NA;30167
2018;35261;Start Investigation;11-08-2013;11-08-2013;Assistant 6;NA;NA;NA;NA;30168
2018;35262;Appoint Expert;20-08-2013;20-08-2013;Manager 3;NA;NA;NA;NA;30169
2018;35263;Appoint Lawyer;20-08-2013;20-08-2013;Manager 3;NA;NA;NA;NA;30170
2018;35264;Receive Conclusion Expert;09-09-2013;09-09-2013;Assistant 6;NA;NA;NA;NA;30171
2018;35265;Receive Conclusion Lawyer;19-09-2013;19-09-2013;Assistant 6;NA;NA;NA;NA;30172
2018;35266;Pay Back Decision;29-09-2013;30-09-2013;Manager 3;NA;NA;NA;NA;30173
2018;35267;No Refund;10-10-2013;11-10-2013;Manager 3;NA;NA;NA;NA;30174
2019;35268;Accident;12-07-2013;12-07-2013;Client x;NA;NA;NA;NA;30175
2019;35269;File Claim;20-07-2013;20-07-2013;Client x;NA;Health;25850;Agent D;30176
2019;35270;Covered?;23-07-2013;24-07-2013;Assistant 6;OK;NA;NA;NA;30177
2019;35271;Franchise?;24-07-2013;24-07-2013;Assistant 6;By client;NA;NA;NA;30178
2019;35272;Check Contract;26-07-2013;26-07-2013;Assistant 6;OK;NA;NA;NA;30179
2019;35273;Acceptance Decision;31-07-2013;31-07-2013;Manager 3;NA;NA;NA;NA;30180
2019;35274;Start Investigation;12-08-2013;12-08-2013;Assistant 6;NA;NA;NA;NA;30181
2019;35275;Appoint Expert;21-08-2013;21-08-2013;Manager 3;NA;NA;NA;NA;30182
2019;35276;Appoint Lawyer;21-08-2013;21-08-2013;Manager 3;NA;NA;NA;NA;30183
2019;35277;Receive Conclusion Expert;10-09-2013;10-09-2013;Assistant 6;NA;NA;NA;NA;30184
2019;35278;Receive Conclusion Lawyer;20-09-2013;20-09-2013;Assistant 6;NA;NA;NA;NA;30185
2019;35279;Pay Back Decision;30-09-2013;01-10-2013;Manager 3;NA;NA;NA;NA;30186
2019;35280;Pay Claim;15-11-2013;15-11-2013;Assistant 6;NA;NA;NA;NA;30187
2020;35281;Accident;13-07-2013;13-07-2013;Client x;NA;NA;NA;NA;30188
2020;35282;File Claim;21-07-2013;21-07-2013;Client x;NA;Car;6900;Agent A;30189
2020;35283;Covered?;24-07-2013;25-07-2013;Assistant 6;OK;NA;NA;NA;30190
2020;35284;Franchise?;25-07-2013;25-07-2013;Assistant 6;By client;NA;NA;NA;30191
2020;35285;Check Contract;27-07-2013;27-07-2013;Assistant 6;OK;NA;NA;NA;30192
2020;35286;Acceptance Decision;01-08-2013;01-08-2013;Manager 3;NA;NA;NA;NA;30193
2020;35287;Start Investigation;13-08-2013;13-08-2013;Assistant 6;NA;NA;NA;NA;30194
2020;35288;Appoint Expert;22-08-2013;22-08-2013;Manager 3;NA;NA;NA;NA;30195
2020;35289;Appoint Lawyer;22-08-2013;22-08-2013;Manager 3;NA;NA;NA;NA;30196
2020;35290;Receive Conclusion Expert;11-09-2013;11-09-2013;Assistant 6;NA;NA;NA;NA;30197
2020;35291;Receive Conclusion Lawyer;21-09-2013;21-09-2013;Assistant 6;NA;NA;NA;NA;30198
2020;35292;Pay Back Decision;01-10-2013;02-10-2013;Manager 3;NA;NA;NA;NA;30199
2020;35293;Pay Claim;16-11-2013;16-11-2013;Assistant 6;NA;NA;NA;NA;30200
2021;35294;Accident;14-07-2013;14-07-2013;Client x;NA;NA;NA;NA;30201
2021;35295;File Claim;22-07-2013;22-07-2013;Client x;NA;Car;6905;Agent B;30202
2021;35296;Covered?;25-07-2013;26-07-2013;Assistant 6;OK;NA;NA;NA;30203
2021;35297;Franchise?;26-07-2013;26-07-2013;Assistant 6;By client;NA;NA;NA;30204
2021;35298;Check Contract;28-07-2013;28-07-2013;Assistant 6;OK;NA;NA;NA;30205
2021;35299;Acceptance Decision;02-08-2013;02-08-2013;Manager 3;NA;NA;NA;NA;30206
2021;35300;Start Investigation;14-08-2013;14-08-2013;Assistant 6;NA;NA;NA;NA;30207
2021;35301;Appoint Expert;23-08-2013;23-08-2013;Manager 3;NA;NA;NA;NA;30208
2021;35302;Appoint Lawyer;23-08-2013;23-08-2013;Manager 3;NA;NA;NA;NA;30209
2021;35303;Receive Conclusion Expert;12-09-2013;12-09-2013;Assistant 6;NA;NA;NA;NA;30210
2021;35304;Receive Conclusion Lawyer;22-09-2013;22-09-2013;Assistant 6;NA;NA;NA;NA;30211
2021;35305;Pay Back Decision;02-10-2013;03-10-2013;Manager 3;NA;NA;NA;NA;30212
2021;35306;Pay Claim;17-11-2013;17-11-2013;Assistant 6;NA;NA;NA;NA;30213
